survey,village,adjmatrix_key,HHnum_in_village,hhid,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,rooftypeoth,room_no,bed_no,electricity,latrine,ownrent,hhSurveyed,leader
2016-07-26,23,252,254,23254,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,RENTED,0,0
2016-07-03,23,253,255,23255,HINDUISM,,1,0,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-11,23,254,256,23256,HINDUISM,,1,0,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-15,24,1,1,24001,HINDUISM,,0,0,0,0,1,,3,5,"Yes, Private",Owned,RENTED,1,1
2016-07-25,24,2,2,24002,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,1
2016-07-26,24,3,3,24003,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,0,1
2016-07-04,24,4,4,24004,HINDUISM,,0,0,1,0,0,,2,1,No,None,RENTED,1,0
2016-07-26,24,5,5,24005,HINDUISM,,0,0,0,0,1,,6,8,"Yes, Private",None,RENTED,1,0
2016-07-20,24,6,6,24006,HINDUISM,,0,0,0,0,1,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-26,24,7,7,24007,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-05,24,8,8,24008,HINDUISM,,0,0,1,0,0,,3,3,"Yes, Private",None,RENTED,1,0
2016-07-06,24,9,9,24009,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-19,24,10,10,24010,HINDUISM,,0,0,1,0,0,,4,1,No,None,RENTED,0,0
2016-07-17,24,11,11,24011,HINDUISM,,0,0,0,0,1,,5,2,"Yes, Private",None,RENTED,0,0
2016-07-23,24,12,12,24012,HINDUISM,,0,0,0,1,0,,3,0,"Yes, Private",Owned,RENTED,0,0
2016-07-19,24,13,13,24013,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-15,24,14,14,24014,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,0
2016-07-13,24,15,15,24015,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-26,24,16,16,24016,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",Owned,RENTED,0,0
2016-07-06,24,17,17,24017,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",None,RENTED,0,0
2016-07-19,24,18,18,24018,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-24,24,19,19,24019,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-09,24,20,20,24020,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-04,24,21,21,24021,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-24,24,22,22,24022,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,1,0
2016-07-19,24,23,23,24023,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-03,24,24,24,24024,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-17,24,25,25,24025,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-20,24,26,26,24026,HINDUISM,,0,0,0,0,1,,2,2,"Yes, Private",None,RENTED,1,0
2016-07-26,24,27,27,24027,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,0,0
2016-07-10,24,28,28,24028,HINDUISM,,0,0,1,0,0,,2,3,"Yes, Government",None,RENTED,0,0
2016-07-25,24,29,29,24029,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-26,24,30,30,24030,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,1
2016-07-08,24,31,31,24031,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Government",None,RENTED,0,0
2016-07-19,24,32,32,24032,HINDUISM,,0,0,0,0,1,,1,1,"Yes, Private",Owned,RENTED,0,0
2016-07-16,24,33,33,24033,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
2016-07-08,24,34,34,24034,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-21,24,35,35,24035,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-14,24,36,36,24036,HINDUISM,,0,0,1,0,0,,2,3,"Yes, Government",None,RENTED,1,0
2016-07-07,24,37,37,24037,HINDUISM,,0,0,1,0,0,,1,1,No,None,RENTED,0,0
2016-07-13,24,38,38,24038,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,RENTED,0,0
2016-07-17,24,39,39,24039,HINDUISM,,0,0,1,0,0,,4,5,"Yes, Private",None,RENTED,1,0
2016-07-25,24,40,40,24040,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-25,24,41,41,24041,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Government",None,RENTED,0,0
2016-07-05,24,42,42,24042,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-16,24,43,43,24043,HINDUISM,,0,0,0,0,1,,1,1,"Yes, Private",None,RENTED,0,0
2016-07-07,24,44,44,24044,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-25,24,45,45,24045,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-14,24,46,46,24046,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-06,24,47,47,24047,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-01,24,48,48,24048,HINDUISM,,0,0,0,1,0,,1,0,No,None,RENTED,0,0
2016-07-21,24,49,49,24049,HINDUISM,,0,1,0,0,0,,3,4,"Yes, Private",None,RENTED,1,0
2016-07-26,24,50,50,24050,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",None,RENTED,0,0
2016-07-01,24,51,51,24051,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-05,24,52,52,24052,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,0,0
2016-07-21,24,53,53,24053,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-17,24,54,54,24054,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-15,24,55,55,24055,HINDUISM,,0,0,0,0,1,,4,5,"Yes, Private",None,RENTED,1,0
2016-07-17,24,56,56,24056,HINDUISM,,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,1,1
2016-07-19,24,57,57,24057,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-08,24,58,58,24058,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",None,RENTED,0,0
2016-07-20,24,59,59,24059,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,1
2016-07-20,24,60,60,24060,HINDUISM,,0,0,0,0,1,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-09,24,61,61,24061,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,1,0
2016-07-25,24,62,62,24062,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-24,24,63,63,24063,HINDUISM,,0,0,1,0,0,,6,3,"Yes, Private",None,RENTED,1,1
2016-07-07,24,64,64,24064,HINDUISM,,0,0,0,0,1,,7,3,"Yes, Private",Owned,RENTED,0,1
2016-07-21,24,65,65,24065,HINDUISM,,0,0,0,0,1,,6,0,"Yes, Private",Owned,RENTED,1,1
2016-07-18,24,66,66,24066,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-20,24,67,67,24067,HINDUISM,,0,0,0,0,1,,1,1,"Yes, Private",Owned,RENTED,0,0
2016-07-07,24,68,68,24068,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",None,RENTED,1,1
2016-07-20,24,69,69,24069,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-05,24,70,70,24070,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-04,24,71,71,24071,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,0,0
2016-07-12,24,72,72,24072,HINDUISM,,0,0,0,0,1,,7,1,"Yes, Private",None,RENTED,0,0
2016-07-19,24,73,73,24073,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,1
2016-07-15,24,74,74,24074,HINDUISM,,0,0,1,0,0,,5,2,"Yes, Private",None,NA,1,1
2016-07-06,24,75,75,24075,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Government",None,RENTED,0,0
2016-07-07,24,76,76,24076,HINDUISM,,0,0,1,0,0,,1,0,No,None,RENTED,0,0
2016-07-03,24,77,77,24077,HINDUISM,,0,0,1,0,0,,1,0,No,None,RENTED,0,0
2016-07-20,24,78,78,24078,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-24,24,79,79,24079,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-11,24,80,80,24080,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",None,RENTED,1,0
2016-07-18,24,81,81,24081,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,0,0
2016-07-18,24,82,82,24082,HINDUISM,,0,0,0,0,1,,1,1,"Yes, Private",Owned,RENTED,0,0
2016-07-25,24,83,83,24083,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-05,24,84,84,24084,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",None,NA,0,0
2016-07-15,24,85,85,24085,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Government",None,RENTED,1,0
2016-07-18,24,86,86,24086,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,1,0
2016-07-09,24,87,87,24087,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-15,24,88,88,24088,HINDUISM,,0,0,0,0,1,,4,1,"Yes, Private",None,RENTED,1,0
2016-07-21,24,89,89,24089,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,1
2016-07-08,24,90,90,24090,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,RENTED,1,0
2016-07-21,24,91,91,24091,HINDUISM,,0,1,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-08,24,92,92,24092,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-16,24,93,93,24093,HINDUISM,,0,1,0,0,0,,3,4,"Yes, Government",None,RENTED,1,0
2016-07-10,24,94,94,24094,HINDUISM,,0,0,1,0,0,,1,0,No,None,RENTED,1,0
2016-07-25,24,95,95,24095,HINDUISM,,0,0,0,0,1,,1,1,"Yes, Private",None,RENTED,0,0
2016-07-11,24,96,96,24096,HINDUISM,,0,1,0,0,0,,1,1,"Yes, Private",None,RENTED,0,0
2016-07-09,24,97,97,24097,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Government",None,RENTED,1,0
2016-07-12,24,98,98,24098,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-22,24,99,99,24099,HINDUISM,,0,1,0,0,0,,1,2,No,None,RENTED,1,0
2016-07-07,24,100,100,24100,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,NA,0,0
2016-07-07,24,101,101,24101,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Government",None,NA,0,0
2016-07-14,24,102,102,24102,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-19,24,103,103,24103,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-16,24,104,104,24104,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-18,24,105,105,24105,HINDUISM,,0,1,0,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-26,24,106,106,24106,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-11,24,107,107,24107,HINDUISM,,0,1,0,0,0,,3,6,"Yes, Private",None,LEASED,0,0
2016-07-22,24,108,108,24108,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-22,24,109,109,24109,HINDUISM,,0,0,1,0,0,,1,1,"Yes, Private",None,RENTED,0,1
2016-07-06,24,110,110,24110,HINDUISM,,0,0,1,0,0,,4,1,"Yes, Private",None,RENTED,0,0
2016-07-14,24,111,111,24111,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-04,24,112,112,24112,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-06,24,113,113,24113,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-08,24,114,114,24114,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-01,24,115,115,24115,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-15,24,116,116,24116,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,1,1
2016-07-06,24,117,117,24117,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,1,0
2016-07-18,24,118,118,24118,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-13,24,119,119,24119,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-22,24,120,120,24120,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-12,24,121,121,24121,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-05,24,122,122,24122,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,0,0
2016-07-17,24,123,123,24123,HINDUISM,,0,0,1,0,0,,2,3,"Yes, Private",None,RENTED,1,0
2016-07-04,24,124,124,24124,HINDUISM,,0,0,1,0,0,,5,2,"Yes, Private",None,RENTED,1,0
2016-07-16,24,125,125,24125,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-24,24,126,126,24126,HINDUISM,,0,0,0,0,1,,2,8,"Yes, Private",Owned,RENTED,1,0
2016-07-15,24,127,127,24127,HINDUISM,,0,0,1,0,0,,1,1,"Yes, Private",Owned,RENTED,0,0
2016-07-04,24,128,128,24128,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-23,24,129,129,24129,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-15,24,130,130,24130,HINDUISM,,0,0,1,0,0,,5,3,"Yes, Private",None,RENTED,1,0
2016-07-17,24,131,131,24131,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-01,24,132,132,24132,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-03,24,133,133,24133,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Government",None,LEASED,0,0
2016-07-06,24,134,134,24134,HINDUISM,,0,0,1,0,0,,3,3,"Yes, Private",None,RENTED,0,0
2016-07-12,24,135,135,24135,HINDUISM,,0,0,1,0,0,,1,1,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
2016-07-09,24,136,136,24136,HINDUISM,,0,0,1,1,0,,3,0,"Yes, Private",None,RENTED,0,0
2016-07-02,24,137,137,24137,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,RENTED,1,1
2016-07-07,24,138,138,24138,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,LEASED,1,0
2016-07-16,24,139,139,24139,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-04,24,140,140,24140,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-15,24,141,141,24141,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Government",None,RENTED,0,0
2016-07-26,24,142,142,24142,HINDUISM,,0,0,1,0,0,,2,3,"Yes, Private",None,RENTED,1,0
2016-07-06,24,143,143,24143,HINDUISM,,0,0,0,0,1,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-04,24,144,144,24144,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",None,LEASED,0,0
2016-07-01,24,145,145,24145,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,LEASED,0,0
2016-07-05,24,146,146,24146,HINDUISM,,0,0,1,0,0,,2,4,"Yes, Private",None,LEASED,0,0
2016-07-03,24,147,147,24147,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,1,0
2016-07-12,24,148,148,24148,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,0,0
2016-07-18,24,149,149,24149,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-26,24,150,150,24150,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-26,24,151,151,24151,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",None,RENTED,1,0
2016-07-25,24,152,152,24152,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-18,24,153,153,24153,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-07,24,154,154,24154,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",None,RENTED,0,0
2016-07-19,24,155,155,24155,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-10,24,156,156,24156,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Government",None,RENTED,1,1
2016-07-23,24,157,157,24157,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,1
2016-07-26,24,158,158,24158,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Government",None,RENTED,1,1
2016-07-25,24,159,159,24159,HINDUISM,,0,0,1,0,0,,5,2,"Yes, Private",None,NA,1,0
2016-07-12,24,160,160,24160,HINDUISM,,0,0,1,0,0,,4,1,"Yes, Private",Owned,RENTED,0,0
2016-07-10,24,161,161,24161,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,RENTED,0,0
2016-07-21,24,162,162,24162,HINDUISM,,0,1,0,0,0,,2,1,No,None,RENTED,1,0
2016-07-02,24,163,163,24163,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-25,25,1,1,25001,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-09,25,2,2,25002,ISLAM,,0,0,1,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-06,25,3,3,25003,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-21,25,4,4,25004,ISLAM,,0,1,0,0,0,,3,2,"Yes, Government",Owned,RENTED,0,0
2016-07-12,25,5,5,25005,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-22,25,6,6,25006,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-01,25,7,7,25007,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-06,25,8,8,25008,HINDUISM,,0,0,0,1,0,,2,0,No,None,RENTED,0,1
2016-07-05,25,9,9,25009,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-01,25,10,10,25010,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-08,25,11,11,25011,HINDUISM,,0,0,1,0,0,,2,0,No,None,RENTED,1,0
2016-07-19,25,12,12,25012,HINDUISM,,0,0,0,1,0,,3,2,"Yes, Government",None,RENTED,1,0
2016-07-23,25,13,13,25013,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-01,25,14,14,25014,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-21,25,15,15,25015,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-04,25,16,16,25016,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-01,25,17,17,25017,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-12,25,18,18,25018,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-17,25,19,19,25019,ISLAM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-17,25,20,20,25020,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,1,0
2016-07-19,25,21,21,25021,ISLAM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-09,25,22,22,25022,HINDUISM,,0,1,0,0,0,,2,1,No,None,RENTED,1,0
2016-07-11,25,23,23,25023,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-18,25,24,24,25024,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,1
2016-07-14,25,25,25,25025,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Private",None,RENTED,1,0
2016-07-03,25,26,26,25026,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,1,0
2016-07-01,25,27,27,25027,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-15,25,28,28,25028,ISLAM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,0
2016-07-02,25,29,29,25029,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-05,25,30,30,25030,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-07,25,31,31,25031,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,0,1
2016-07-18,25,32,32,25032,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-08,25,33,33,25033,HINDUISM,,0,1,0,0,0,,2,3,"Yes, Government",None,RENTED,0,0
2016-07-16,25,34,34,25034,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,RENTED,0,0
2016-07-18,25,35,35,25035,HINDUISM,,0,1,0,0,0,,2,1,"Yes, Government",None,RENTED,0,0
2016-07-01,25,36,36,25036,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-12,25,37,37,25037,HINDUISM,,0,0,0,0,1,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-04,25,38,38,25038,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-04,25,39,39,25039,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,RENTED,0,0
2016-07-08,25,40,40,25040,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",None,RENTED,1,0
2016-07-18,25,41,41,25041,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-09,25,42,42,25042,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-12,25,43,43,25043,HINDUISM,,0,1,0,0,0,,3,1,No,None,RENTED,0,0
2016-07-10,25,44,44,25044,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-03,25,45,45,25045,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-02,25,46,46,25046,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-10,25,47,47,25047,HINDUISM,,0,1,0,0,0,,1,1,"Yes, Government",None,RENTED,0,0
2016-07-11,25,48,48,25048,HINDUISM,,0,0,0,0,1,,3,0,"Yes, Private",None,RENTED,1,0
2016-07-17,25,49,49,25049,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-12,25,50,50,25050,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-24,25,51,51,25051,HINDUISM,,0,1,0,0,0,,3,1,"Yes, Government",None,RENTED,0,1
2016-07-22,25,52,52,25052,HINDUISM,,0,0,0,0,1,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,1
2016-07-12,25,53,53,25053,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-21,25,54,54,25054,HINDUISM,,0,0,0,0,1,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-20,25,55,55,25055,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,1
2016-07-06,25,56,56,25056,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-22,25,57,57,25057,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-05,25,58,58,25058,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-01,25,59,59,25059,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-16,25,60,60,25060,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-19,25,61,61,25061,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Government",None,RENTED,1,0
2016-07-05,25,62,62,25062,HINDUISM,,0,1,0,0,0,,2,1,No,None,RENTED,1,0
2016-07-16,25,63,63,25063,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-25,25,64,64,25064,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-22,25,65,65,25065,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Government",None,RENTED,1,0
2016-07-16,25,66,66,25066,HINDUISM,,0,0,0,0,1,,2,2,"Yes, Private",Owned,RENTED,1,0
2016-07-05,25,67,67,25067,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,1
2016-07-15,25,68,68,25068,HINDUISM,,0,0,0,0,1,,4,3,"Yes, Private",Owned,RENTED,0,0
2016-07-21,25,69,69,25069,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-16,25,70,70,25070,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Government",Owned,RENTED,0,0
2016-07-12,25,71,71,25071,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-13,25,72,72,25072,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-24,25,73,73,25073,HINDUISM,,0,1,0,0,0,,2,1,"Yes, Government",None,RENTED,0,0
